Abbreviations / Acronyms|Are you interested in learning abbreviations and acronyms in English?
Abbreviations / Acronyms|Do you know lots of abbreviations and acronyms?
Abbreviations / Acronyms|Do you think abbreviations and acronyms are useful?
Abbreviations / Acronyms|Do you have a favorite abbreviation or acronym?
Abbreviations / Acronyms|Do you think alphabets that don’t have an English script (Chinese, Russian, Arabic, etc.) use abbreviations and acronyms?
Abbreviations / Acronyms|Do you know the punctuation rules for abbreviations and acronyms?
Abbreviations / Acronyms|What do you think are the world’s most common abbreviations and acronyms?
Abbreviations / Acronyms|Do you ever invent your own acronyms to help you study?
Abbreviations / Acronyms|The website www.abbreviationz.com says “RSVP” is one of the most popular queries. Do you know what it means?
Abbreviations / Acronyms|What acronym could you create for your name?
Abbreviations / Acronyms|What is the difference between an abbreviation and an acronym?
Abbreviations / Acronyms|How many United Nations abbreviations and acronyms do you know?
Abbreviations / Acronyms|Are there many abbreviations and acronyms in your language?
Abbreviations / Acronyms|What do you think about spending a whole English lesson on abbreviations and acronyms?
Abbreviations / Acronyms|Can you keep up to date with computer and technology abbreviations and acronyms (WIFI, WAP, ISP, WWW, etc.)?
Abbreviations / Acronyms|Do you think abbreviations in e-mail and text messages are adding to or ruining the English (or your) language?
Abbreviations / Acronyms|The website www.abbreviationz.com lists 33 different meanings for “BYOB”. Can you think of any?
Abbreviations / Acronyms|“Scuba”, “modem”, radar”, “laser” and “NATO” are all acronyms. Do you know what they mean?
Abbreviations / Acronyms|Would you like to study for an MA or PhD?
Abbreviations / Acronyms|What do ante meridian and post meridian refer to?
Babies|What do you think of babies?
Babies|Are you good with babies?
Babies|What do you think babies like doing most?
Babies|What can we as adults learn from babies?
Babies|Do you think a baby likes to be with other babies?
Babies|What kind of music do you think babies like?
Babies|What do babies worry about?
Babies|Were you a beautiful baby?
Babies|Which do you prefer, baby boys or baby girls?
Babies|Do you think men will one day be able to give birth to a baby?
Babies|Do you like the word ‘baby’?
Babies|What do you think of newborn babies?
Babies|Do you think babies have a good time?
Babies|Do you like babysitting?
Babies|What is the most annoying thing about babies?
Babies|What’s the best way to stop a baby from crying?
Babies|In what ways are babies stressful?
Babies|What are the most amazing things about babies?
Babies|What questions would you like to ask a baby?
Babies|What do you think the baby would say?
Abortion|What is abortion?
Abortion|Do you think abortion should be legal or illegal?
Abortion|Do you think there are any special cases in which abortion is acceptable?
Abortion|How does the law regard abortion in your country?
Abortion|How does your religion or others treat abortion?
Abortion|Do you think the morning after pill is the same as abortion?
Abortion|Some people think doctors who carry out abortions are murderers. What do you think?
Abortion|If your 13-year-old daughter became pregnant, what advice would you give her?
Abortion|Why allow an unwanted baby to be born?
Abortion|Does the mother have the right to control her own body?
Abortion|Is abortion a social problem in your country?
Abortion|Is abortion dangerous?
Abortion|Do you sympathize with the pro-life argument?
Abortion|Do you sympathize with the “right to choose” argument?
Abortion|If a woman wants an abortion, what rights does the father have?
Abortion|Is having an abortion a selfish choice?
Abortion|Do you think abortions should be encouraged for girls of 12, 13 or 14 years old?
Abortion|When is the fertilized egg a human being?
Abortion|What do you think of back-street abortionists?
Abortion|What would you want to tell the unborn child?
Backpacking|Have you ever been backpacking?
Backpacking|What are the advantages of backpacking?
Backpacking|Is backpacking better than taking a package holiday?
Backpacking|What do you think when you see backpackers in your country?
Backpacking|Have you ever stayed at a backpackers' or similar budget accommodation?
Backpacking|Is backpacking generally something for younger people?
Backpacking|Do you think backpacking is done only by those with little money?
Backpacking|How do you think backpacking around the world would change a person?
Backpacking|Is it better to go backpacking alone or with friends?
Backpacking|Do you think backpackers are similar to hippies?
Backpacking|Which is better, a backpack or a suitcase?
Backpacking|What are the negative points or dangers of backpacking?
Backpacking|What are the essential items to put in a backpack?
Backpacking|What is your image of backpackers?
Backpacking|Who would you choose to go backpacking with?
Backpacking|Would you prefer to go on a two-week luxury cruise or go backpacking for six months?
Backpacking|In which countries would you most and least like to go backpacking?
Backpacking|Is it OK for old people to go backpacking?
Backpacking|Would you like to go backpacking around your own country?
Backpacking|Why is it called ‘backpacking’ and not ‘rucksacking’?
Academy Awards |What do you know about the Academy Awards?
Academy Awards |Do you think the Oscar statue is well-designed?
Academy Awards |Do you watch the Academy Awards every year?
Academy Awards |Do you usually agree with the judges?
Academy Awards |Do you think the Awards are based too much on Hollywood?
Academy Awards |Are there similar awards for movies in your country?
Academy Awards |Do you know of any other awards for movies?
Academy Awards |What do you think of the fashion at the Academy Awards?
Academy Awards |How do you think winning an award changes the career of an actor?
Academy Awards |Where would you put an Academy Award if you won one?
Academy Awards |What is the Academy?
Academy Awards |Can you name the winners of the last Academy Awards?
Academy Awards |Do you think the Awards are worthwhile?
Academy Awards |Would you like to attend the Awards presentations?
Academy Awards |Which would you prefer to watch, the Academy Awards or MTV awards?
Academy Awards |Do you like the speeches at the Awards?
Academy Awards |Why do you think the Academy Awards are also called the Oscars?
Academy Awards |Would you like to be a judge at the Academy Awards?
Academy Awards |Do you think the judges should be more international?
Academy Awards |What is the most important category in the Academy Awards?
Baldness|What do you think about baldness?
Baldness|What causes baldness?
Baldness|Do you think there’ll ever be a cure for baldness?
Baldness|How do you think baldness affects people?
Baldness|Do you think bald men and women are attractive?
Baldness|Do you think it’s a good idea for a bald person to wear a wig?
Baldness|Do you feel sorry for teenagers who start receding or thinning on top?
Baldness|Does hair loss run in the family?
Baldness|Do you think men from different races look good bald?
Baldness|Why do we need hair on our heads?
Baldness|How much time and money do you spend on your hair?
Baldness|If you were bald, would you consider a hair transplant?
Baldness|What are the advantages of being bald?
Baldness|Would you ever shave your head?
Baldness|What are the nicknames for bald people in your country?
Baldness|Do you think there should be a World Bald Day – everyone shaves his / her head?
Baldness|Can you imagine a totally bald world?
Baldness|What advice would you give to someone worried about going bald?
Baldness|Do you think combing hair across a bald area of the head to hide the baldness underneath looks good?
Baldness|Which famous people look good bald?
Accidents|What’s the biggest accident you’ve ever had?
Accidents|Are you accident prone?
Accidents|Have you ever been in a car accident?
Accidents|Have you ever seen a very bad accident?
Accidents|Have you ever caused an accident?
Accidents|Do you know what to do or how to treat people in an accident?
Accidents|Do you know anyone who is “an accident waiting for somewhere to happen”?
Accidents|Have you ever had any accident prevention training?
Accidents|How often are there major rail accidents in your country?
Accidents|Do you worry about having accidents?
Accidents|Have you ever had any work-related accidents?
Accidents|Have you ever received compensation for an accident?
Accidents|Have you ever visited the accidents and emergencies department of a hospital?
Accidents|What do you think of the expression “he / she was an accident”, meaning his / her parents didn’t plan on having him / her?
Accidents|Have you ever made an insurance claim for an accident?
Accidents|Do you think there’ll be another major nuclear accident?
Accidents|What do you remember about the Space Shuttle accidents?
Accidents|Have you ever run into an old friend by accident?
Accidents|What do you think “accidentally on purpose” means?
Accidents|What was the last tragic accident you read about?
Banks|Do you like banks?
Banks|What are the good things about banks?
Banks|What are the bad things about banks?
Banks|What do you think of bank charges?
Banks|Are bank workers always helpful?
Banks|Has a bank ever made a mistake with your account / money?
Banks|Would you like to work for a bank?
Banks|Have you ever taken out a bank loan or overdraft?
Banks|What do you think of the Islamic banking concept of forbidding interest rates?
Banks|Would you like to use the services of an offshore bank?
Banks|Are banks the best place to keep your money?
Banks|What makes you angry about banks?
Banks|Have you ever met your bank manager?
Banks|What banking services do you like most?
Banks|Do you ever have to wait a long time in the bank to get served?
Banks|What changes would you like to see in the way banks operate?
Banks|Are interest rates too high or too low in your country?
Banks|What are the differences between commercial, investment and merchant banks?
Banks|Do you use Internet banking services?
Banks|How often have you used a piggy bank?
Actors|Who is your favorite actor?
Actors|Who is your favorite actress?
Actors|What do you think about both men and women being called actors nowadays?
Actors|Would you like to be an actor?
Actors|Do you think men or women are better at acting?
Actors|Do you think today’s actors are better than those from 30, 40 or 50 years ago?
Actors|Do you think it’s strange that most actors are beautiful or handsome?
Actors|Do you think anyone can become an actor?
Actors|Are there any actors you really don’t like?
Actors|Do you like actors from other countries?
Actors|Have you ever acted, either at school or amateur dramatics?
Actors|What kind of movies would you like to act in?
Actors|Would you prefer to act on the stage, in movies or in TV dramas?
Actors|Do you think an actor’s job is difficult?
Actors|Do you always agree with the choices for best actor and actress at the Oscars (Academy Awards)?
Actors|Do you think actors get paid too much money?
Actors|Who are the top actors in your country?
Actors|Which actor would you like to change places with and why?
Actors|Do you have a favorite acting performance?
Actors|What questions would you like to ask your favorite actor?
Barbeques|What springs to mind when you hear the word ‘barbecue'?
Barbeques|How important are barbecues in your country?
Barbeques|What do you think of the word 'barbecue'?
Barbeques|In what ways is eating indoors better than having a barbecue?
Barbeques|Where is the best place to have a barbecue?
Barbeques|What's the best barbecue you've been to?
Barbeques|What's the best food to eat at a barbecue?
Barbeques|How good or bad are barbecues for the environment?
Barbeques|Which are better, charcoal, wood or gas barbecues?
Barbeques|Why do men think they are good cooks at barbecues?
Barbeques|What do you think of barbecues?
Barbeques|In what ways are barbecues better than eating indoors?
Barbeques|What's the worst barbecue you've been to?
Barbeques|Which three guests would you most like to invite to your barbecue?
Barbeques|How healthy (or unhealthy) is barbecued food?
Barbeques|What's the best way to start a barbecue?
Barbeques|What three adjectives best describe barbecues, and why?
Barbeques|What are the dangers of barbecues?
Barbeques|What are the best barbecue games?
Barbeques|What should you do to keep your barbecue safe?
Adolescence|What comes to mind when you hear the word ‘adolescence’?
Adolescence|What is adolescence?
Adolescence|What happens during adolescence?
Adolescence|Is adolescence generally regarded as a good or happy time?
Adolescence|What problems did you have in your adolescence?
Adolescence|Did you worry about whether or not other people liked you?
Adolescence|Did you rebel against your parents or teachers?
Adolescence|When did you begin to feel like you were an adult?
Adolescence|Are there any ceremonies or celebrations in your country to mark the entrance into adulthood?
Adolescence|What worries and fears did you have as an adolescent?
Adolescence|Is there a term for adolescence in your language?
Adolescence|Is adolescence viewed as a difficult time for children / young adults in your country?
